152.23,119.75,5.5
212.25,147.26,4.5
201.63,94.188,4.5
181.46,96.876,4.5
147.76,209.24,5.5
230.76,108.75,5.5
156,190.73,3.5
117.5,196.73,5
182.76,133.98,3.5
194.5,184.77,3.5
221.5,128.24,5
212.98,181.79,5
175,187.73,5
202.15,131.16,5
114.77,162.23,5.5
185.22,202.76,3.5
211,73.745,5
193,150.44,4.5
161.5,99.5,4.5
240.62,160.51,4
166.5,205.77,3.5
143.25,139.55,5
249.71,142,4.5
184.01,169.24,5
134.5,159,4.5
240.49,89,4.5
141.01,102.22,4
222,163.26,5
240.2,193.59,4.5
204,199.73,5
192,114,4.5
86.5,184.24,5
137,194,4.5
91.238,128.5,6
99.776,108.24,5.5
154.5,156.2,4
126,178.25,5
164.96,172.25,5
186.5,234.74,4
211.61,111.3,4
106.28,181.25,5.5
249.89,106.19,4.5
82.87,148.67,5.5
173.71,153.09,5
172.5,116.96,5.5
94.74,165.47,5
158,223.76,5
221,91.719,5
87.784,90,5
111.75,125.75,5.5
249.5,175.82,5
108.76,87.239,5.5
213,214.26,4
139.5,226.77,5
303.74,133.24,4.5
300.5,198.5,4.5
120.28,105.22,5.5
195,217.47,4.5
230.99,144.64,4
231.25,211.24,4.5
132.05,122.86,5.5
268.5,103.5,4.5
109.75,215.28,5.5
79.239,111.24,5.5
150,81.816,4
123.24,142.85,5.5
203.01,166.37,5
170.62,78.987,4
176.61,220.3,4.5
67,187.24,5
258.59,157.58,4.5
294,152,4.5
145.48,175.24,5
129.41,84.604,5.5
128.7,211.91,4.5
259.01,122.75,5
62.258,151.75,5.5
269.23,66.751,5.5
275.5,187.74,5
258.25,190.5,4
66.5,93.249,5
306.14,62.178,4
163.25,136.77,5.5
268.11,139,4
230.97,178.87,5
259.2,86.5,4
284.47,169.76,4
168.24,237.75,4.5
338,128.22,4
295.23,117.46,4
314.75,79.25,4.5
248.88,208.19,4.5
103.15,145.54,5
102,232.74,4
230.42,71.57,4.5
292.74,184.24,4.5
276.99,120.26,4
285.75,136.26,4.5
74.755,168.41,5
278.06,84.191,5
70.902,131.45,4.5
120.5,230,4.5
250,69.239,5
71.5,221.21,5
98.399,200.12,4.5
276.47,154.63,4.5
267.21,172.76,3.5
286.7,101,4
54.762,171,5
78.829,202.9,5
313.08,114.78,4
347.31,109.85,4
46,96.262,6
240.44,125.62,4.5
328.5,146.25,4
58.632,114.01,4
222.24,228.5,4
322.76,96.27,4.5
190.96,76.626,5.5
90.359,218.44,4.5
222.24,196.75,4.5
287.65,64.669,4.5
330.5,112.29,4
266.26,204.76,4.5
283.32,201.78,4.5
296.23,81.737,4.5
59.5,205.79,5
83,235.74,5
339.97,93.848,4
324.07,60.2,4
304.73,98.5,4
311.35,149.15,4.5
332.12,77.218,4.5
302,167,4.5
321,130.87,4
257.38,222.01,4
204.5,231.53,4.5
50.129,134.54,5.5
63.71,238.5,4
341.63,58.015,4
349.27,75.132,4.5
319.25,163.76,4.5
239.82,225.34,4.5
274.16,218.81,4
131.5,244.14,4.5
317.21,195.5,3.5
356.75,91,4
150.09,240.92,4.5
309.81,181.34,4.5
359.15,56.066,4
326.5,178.5,4.5
307.69,212.44,4
291.33,215.57,4
345.05,143.57,4
352,158.24,4
333.35,192.5,4
335.22,161,3.5
349.54,189.6,3.5
94.322,250.11,4.5
112.94,247.05,4.5
324.28,209.25,4
354.67,125.57,4
342.7,175.5,4
75.537,253.32,5
339.6,206.53,3.5
